Investor_ID,Investor_Name,Age,Gender,City,PAN_Number,Investment_Type,Amount_Invested,Returns_%,Investment_Date,Financial_Advisor
B4732,Charvi Tella,53,Female,Kochi,VEH1309V,Crypto,855541.11,-12.67,22-07-2018,Riaan Chowdhury
B4733,Kiara Dara,62,Female,Singrauli,AAB1139K,Real Estate,643096.89,2.34,19-10-2022,Priyansh Chhabra
B4734,Aayush Bir,56,Male,Etawah,ZZH4690W,Mutual Funds,764802.96,-0.46,23-12-2018,Myra Badal
B4735,Kanav Virk,66,Male,Kharagpur,ZEL6281Q,Real Estate,813977.2,0.79,27-06-2021,Akarsh Swaminathan
B4736,Saksham Dani,63,Male,Haridwar,BJE7998Z,Stocks,467241.18,-14.15,10-11-2023,Vardaniya Bajwa
B4737,Tara Bhat,33,Female,Phagwara,HJM3465Z,Crypto,234811.92,22.8,09-07-2021,Madhup Suri
B4738,Siya Sule,57,Female,Nadiad,NXD5241H,Stocks,389518.87,-14.02,08-03-2022,Ivana Virk
B4739,Eva Konda,32,Male,Varanasi,ZPH4651H,Fixed Deposit,161973.2,-11.42,09-01-2017,Aarav Zachariah
B4740,Misha Zachariah,53,Male,Cuttack,JGN6351A,Fixed Deposit,788900.21,19.39,06-06-2018,Trisha Kara
B4741,Anika Rajagopalan,40,Female,Rohtak,XXH9722J,Fixed Deposit,440780.37,4.77,28-03-2021,Kashvi Dhillon
B4742,Divit Thaker,30,Male,Malegaon,CZX8499D,Real Estate,740764.32,11.01,18-08-2023,Baiju Dora
B4743,Veer Singhal,33,Female,Srikakulam,INC4282T,Real Estate,990867.51,12.05,09-06-2022,Nakul Mannan
B4744,Neelofar Agarwal,42,Male,Nizamabad,QQK6810N,Crypto,773984.86,-11.22,26-01-2024,Gatik Bhasin
B4745,Ehsaan Sankar,50,Male,Tezpur,CED3500I,Crypto,428622.99,21.29,19-09-2018,Zaina Bawa
B4746,Zara Tailor,61,Female,Vijayanagaram,ICO4094V,Real Estate,467950.22,14.18,20-08-2024,Sumer Subramanian
B4747,Aarna Chakraborty,25,Female,Vadodara,RII3429O,Real Estate,149932.96,-14.93,04-01-2022,Vritika Deo
B4748,Yasmin Dani,44,Male,Satna,PDR4377V,Crypto,364522.01,-1.77,15-07-2021,Sana Malhotra
B4749,Rhea Rout,22,Male,Morena,QMN6054Y,Bonds,447127.52,26.43,20-12-2017,Emir Dhar
B4750,Zara Bajaj,53,Male,Kharagpur,IJN3975C,Crypto,37043.3,23.68,16-07-2020,Vaibhav Chad
B4751,Umang Bhargava,30,Female,Warangal,DFC2653M,Crypto,211538.46,-8.37,11-11-2019,Nirvaan Chaudhary
B4752,Nirvaan Suri,34,Female,Durgapur,TPE1429U,Real Estate,828640.97,24.07,05-12-2017,Ishaan Raj
B4753,Ryan Dyal,46,Female,Naihati,RRP9739U,Crypto,469206.82,16.87,26-01-2017,Pranay Ratta
B4754,Emir Kala,57,Female,Jehanabad,JUC1646A,Real Estate,368037.26,5.68,03-11-2021,Prisha Master
B4755,Saira Sen,54,Female,Bathinda,GFB3086O,Fixed Deposit,807453.88,8.59,23-08-2024,Tushar Lal
B4756,Nehmat Arya,63,Female,Khammam,RAR9848L,Bonds,757151.71,19.15,16-11-2017,Kashvi Deo
B4757,Aaryahi Dhaliwal,53,Male,Chandigarh,GKH6710K,Bonds,485877.5,-12.81,23-05-2020,Vihaan Dey
B4758,Vritika Master,48,Male,Jorhat,MCY2134H,Mutual Funds,994958.85,-5.27,22-01-2023,Faiyaz Gopal
B4759,Jhanvi Majumdar,65,Male,Bokaro,CWQ6365V,Crypto,755112.1,-0.26,14-02-2020,Kartik Raman
B4760,Pranay Batra,53,Female,Kurnool,IAV6166R,Crypto,486342.89,-8.4,22-04-2018,Zeeshan Kaul
B4761,Mamooty Choudhary,48,Male,Surendranagar Dudhrej,RTO4770N,Bonds,725433.49,27.54,24-01-2021,Myra Golla
B4762,Ishaan Shan,67,Female,Naihati,OSQ4421C,Real Estate,224347.9,18.63,20-10-2024,Shanaya Viswanathan
B4763,Vedika Mallick,50,Female,Tezpur,BAA4304U,Fixed Deposit,491809.22,-5.3,24-11-2019,Samiha Rajagopal
B4764,Taran Edwin,53,Male,Kadapa,PDV5963U,Stocks,313826.66,-1.32,09-07-2018,Yasmin Som
B4765,Rania Buch,32,Male,Agra,ZTL3675H,Fixed Deposit,235988.21,-2.34,11-08-2022,Mannat Ahuja
B4766,Aayush Ramachandran,27,Female,Baranagar,YXT7951A,Crypto,25786.29,13.3,12-08-2019,Jiya Ahluwalia
B4767,Dishani Krishnamurthy,58,Male,Udaipur,JHO5441I,Mutual Funds,193855.27,-3.38,06-11-2021,Sumer Varma
B4768,Ivana Goel,23,Male,Gopalpur,GUI4817L,Fixed Deposit,447877.49,7.89,25-03-2020,Diya Verma
B4769,Gokul Kuruvilla,70,Female,Tadepalligudem,BND4559G,Crypto,823124.57,11.9,22-08-2023,Raunak Kanda
B4770,Nitara Chaudhuri,36,Male,Sangli-Miraj & Kupwad,BCC6821X,Stocks,842131.26,18.62,12-02-2022,Nayantara Raman
B4771,Ahana  Wable,40,Male,Bathinda,ECY1447H,Real Estate,508222.32,17.34,13-07-2017,Aaryahi Kadakia
B4772,Ranbir Andra,24,Female,Noida,ZFA3249Q,Fixed Deposit,331074.45,-4.53,12-06-2018,Mishti Badami
B4773,Alia Venkatesh,39,Female,Amravati,EHH8203Y,Bonds,464428.56,9.17,23-02-2024,Ira Bhasin
B4774,Zoya Grover,36,Female,Indore,FTR3017D,Fixed Deposit,189257.22,15.34,27-06-2022,Ira Loke
B4775,Kiaan Kashyap,56,Female,Tezpur,SZF7145V,Fixed Deposit,59312.43,-8.23,14-11-2023,Adah Chaudhry
B4776,Nehmat Bakshi,40,Female,Guna,XCC1416U,Bonds,566996.26,-4.99,14-07-2018,Tiya Bahri
B4777,Anika Subramanian,32,Female,Hapur,XSJ8273N,Mutual Funds,339007.48,4.79,19-01-2021,Prerak Lall
B4778,Renee Mahajan,51,Female,Tumkur,HLO4417A,Stocks,772872.04,3.98,24-07-2020,Aarna Kakar
B4779,Shlok Mangat,58,Male,Rajahmundry,YRF7232T,Fixed Deposit,400482.97,6.46,09-07-2020,Abram Gour
B4780,Anvi Wali,69,Male,Vijayanagaram,MCL1806W,Mutual Funds,532796.53,22.9,01-11-2023,Nitara Kapur
B4781,Lagan Wali,53,Female,Pallavaram,VWH8320Y,Stocks,981452.52,25.6,12-10-2022,Faiyaz Raja
B4782,Kashvi Kota,57,Female,Chandrapur,FKE8185R,Fixed Deposit,894567.92,5.18,23-02-2022,Manikya Srinivas
B4783,Rania Toor,54,Female,Dehri,YHE7540U,Mutual Funds,194077.13,-5.11,28-02-2023,Raunak Yogi
B4784,Anya Kapadia,29,Male,Surendranagar Dudhrej,RNB4254L,Real Estate,521032.47,-9.42,07-04-2018,Tara Borah
B4785,Badal Magar,58,Female,Ahmednagar,FFU4369C,Real Estate,307254.81,5.09,07-07-2022,Ojas Gulati
B4786,Jhanvi Bansal,29,Male,Imphal,WNN7234G,Fixed Deposit,55236.31,-2.4,09-03-2019,Samarth Gokhale
B4787,Urvi Savant,39,Female,Kurnool,BHU3042D,Crypto,422453.27,1.08,17-02-2022,Darshit Kuruvilla
B4788,Tejas Bains,56,Female,Ratlam,QMK2521D,Mutual Funds,258164.95,5.77,13-06-2019,Madhav Lad
B4789,Darshit Jayaraman,45,Male,Kolkata,GBN3868U,Fixed Deposit,20182.74,4.26,19-02-2023,Heer Rattan
B4790,Madhup Balan,56,Female,Bhilwara,PQD9301N,Real Estate,656175.62,15.38,05-02-2019,Vedika Handa
B4791,Jayesh Baral,70,Female,Arrah,VZI9462C,Crypto,383474.48,25.06,15-10-2023,Baiju Bhatt
B4792,Samar Khosla,24,Male,Ulhasnagar,CFD2993Y,Stocks,214805.68,2.47,27-09-2021,Renee Mani
B4793,Aarav Kothari,70,Female,Kochi,IYN3668H,Stocks,483452.45,27.44,16-10-2023,Vedika Baria
B4794,Romil Dutt,68,Female,Raiganj,FJJ4434J,Fixed Deposit,76921.82,5,16-09-2021,Keya Bobal
B4795,Rhea Rout,50,Male,Malda,QLT2971R,Stocks,836486.49,-0.91,07-12-2023,Advik Ravi
B4796,Anahi Bahl,56,Male,Ballia,ZNZ9013A,Bonds,214461.96,-13.15,14-10-2018,Dharmajan Batta
B4797,Ahana  Dada,35,Male,Raichur,ZSA6871B,Mutual Funds,344874.73,12.64,12-01-2020,Hiran Golla
B4798,Samiha Madan,49,Female,Raiganj,XTN6191Q,Crypto,729362.84,25.93,21-08-2019,Anahi Mannan
B4799,Anika Singhal,28,Male,Bhubaneswar,AWI7801W,Bonds,967226.18,26.17,23-05-2017,Drishya Shankar
B4800,Faiyaz Sundaram,69,Male,Mathura,MDK4129G,Fixed Deposit,406877.87,12.25,19-07-2020,Yuvraj  Rama
B4801,Mahika Kant,63,Male,Bhavnagar,HFX4446E,Mutual Funds,423393.27,21.62,25-03-2019,Kartik Kannan
B4802,Amira Sule,70,Male,Rajpur Sonarpur,DFK2487X,Mutual Funds,146979.52,-3.08,24-10-2022,Elakshi Kohli
B4803,Jivin Salvi,37,Male,Vijayanagaram,EXX9305S,Mutual Funds,607704.64,7.31,09-07-2018,Prisha Behl
B4804,Piya Lanka,41,Female,Kota,LGR6895W,Mutual Funds,225709.23,19.8,01-04-2019,Aarush Chahal
B4805,Gatik Vig,24,Male,Kalyan-Dombivli,KWC8831Y,Bonds,533723.68,1.85,16-03-2018,Samiha Vora
B4806,Pihu Subramanian,50,Male,Alwar,ZWM5182T,Crypto,724815.21,-2.73,19-07-2021,Jhanvi Andra
B4807,Dhanush Chander,38,Male,Uluberia,DHQ9335F,Real Estate,837536.64,-2.09,16-02-2017,Neelofar Virk
B4808,Madhup Dube,44,Male,Vijayanagaram,FLY2834Y,Real Estate,611307.65,-4.23,04-04-2023,Samar Date
B4809,Sara Shetty,27,Female,New Delhi,AIQ8486S,Crypto,412372.6,-2.16,27-10-2018,Devansh Kapur
B4810,Pihu Solanki,50,Male,Shivpuri,NQX1264C,Real Estate,675103.71,7.61,15-04-2023,Badal Sahni
B4811,Hiran Rao,29,Male,Akola,QKO1118L,Bonds,39907.45,0.04,12-09-2017,Zara Barad
B4812,Kavya Savant,37,Female,Amroha,LUG7226Z,Bonds,270613.78,11.43,26-04-2022,Arnav Dua
B4813,Navya Dasgupta,35,Male,Ramagundam,ETZ7881S,Mutual Funds,919337.32,23.18,14-01-2023,Rania De
B4814,Rohan Chad,69,Female,Bhiwandi,GOT7558W,Crypto,528082.39,5.08,07-03-2019,Advika Chandran
B4815,Ivana Sarna,59,Female,Sambhal,PIQ2639N,Mutual Funds,399450.48,5.69,07-07-2017,Taimur Bains
B4816,Anay Mannan,66,Male,Alappuzha,QHR6811S,Bonds,682629.23,-3.58,16-07-2022,Dhanush Subramanian
B4817,Mehul Wason,44,Female,Kolhapur,DRC6904L,Fixed Deposit,184601.26,22.16,24-11-2020,Lagan Rao
B4818,Madhup Gupta,67,Male,Gangtok,VYU6078Z,Bonds,696982.49,-13.76,15-08-2022,Hunar Gade
B4819,Uthkarsh Sood,61,Female,Bhiwani,NWI2069O,Fixed Deposit,782370.38,18.9,20-07-2022,Abram Bajwa
B4820,Keya Ramesh,62,Female,Bellary,KZE8113Z,Bonds,779646.57,-4.2,25-03-2021,Dhanush Barad
B4821,Kiaan Kar,49,Male,Raiganj,QBD5926D,Fixed Deposit,267111.16,2.52,01-02-2021,Mishti Goyal
B4822,Anahita Singh,32,Female,Karawal Nagar,MIU4757O,Crypto,353384.6,3.9,27-01-2021,Alia Konda
B4823,Rania Sachdeva,61,Male,Kozhikode,BPL2383C,Fixed Deposit,35145.35,6.39,28-04-2017,Aarav Borah
B4824,Taimur Deo,30,Female,Hosur,RYP7384I,Crypto,529578.04,-13.87,07-08-2019,Nakul Chatterjee
B4825,Priyansh Rajan,35,Female,Bahraich,ISP8722U,Mutual Funds,835901.44,24.25,25-04-2017,Aayush Magar
B4826,Aradhya Brar,35,Female,Imphal,YYH1259U,Real Estate,774282.83,-13.99,25-05-2019,Riya Kaul
B4827,Armaan Date,25,Male,Chittoor,VOA5500K,Bonds,479522.71,24,15-12-2019,Gokul Barad
B4828,Vihaan Warrior,58,Male,Suryapet,YVZ6296Y,Bonds,581933.4,3.96,13-12-2021,Mehul Dugar
B4829,Ivana Thakur,44,Male,Jaunpur,LWD1743U,Crypto,744781.67,0.96,26-12-2020,Taimur Vohra
B4830,Hunar Ranganathan,56,Male,Pallavaram,EYN3305Y,Crypto,957423.16,-1.13,22-03-2022,Jayant Trivedi
B4831,Vidur Chauhan,39,Female,Jamalpur,KDQ5079D,Stocks,334098.17,5.03,27-06-2020,Indrajit Sharma
B4832,Anahita Kar,60,Male,Bareilly,UAY3905G,Mutual Funds,855216.88,-6.01,04-02-2023,Urvi Singhal
B4833,Taimur Chaudhuri,56,Male,Tadipatri,XUI1151T,Real Estate,434773.66,-11.03,08-01-2019,Mahika Borra
B4834,Arnav Dhar,32,Female,Gandhidham,PUL3096L,Bonds,264798.65,-0.73,27-11-2017,Aaryahi Rege
B4835,Emir Ganesan,42,Male,Fatehpur,LWW9497W,Mutual Funds,18746.22,6.2,23-11-2023,Ayesha Vig
B4836,Ryan Bains,67,Male,Chennai,XSB3551H,Stocks,199933.53,-5.65,22-09-2022,Yuvaan Sandhu
B4837,Kiara Sampath,40,Female,Nangloi Jat,FFG3297P,Fixed Deposit,659675.25,19.96,22-03-2023,Shalv Devi
B4838,Tanya Issac,40,Female,Gulbarga,ZAA8697L,Fixed Deposit,328452.34,-12.33,11-09-2018,Vritika Chahal
B4839,Kartik Badal,58,Male,Srikakulam,JMD1638H,Mutual Funds,455729.52,11.48,22-11-2020,Mahika Rao
B4840,Pari Ahuja,39,Male,Jamshedpur,IQT2002Q,Bonds,739377.93,20.49,04-12-2018,Charvi Tripathi
B4841,Ranbir Andra,54,Female,Begusarai,KMG4437W,Crypto,505189.71,13.95,06-11-2018,Riaan Sandal
B4842,Zara Dewan,65,Male,Gangtok,QGH5801B,Mutual Funds,883017.52,-12.91,16-08-2018,Nirvaan Dubey
B4843,Dharmajan Sura,28,Male,Bharatpur,ZDZ7089S,Fixed Deposit,504813.34,23.3,21-04-2017,Miraya Kohli
B4844,Mannat Walia,30,Male,Pondicherry,XXN7797Z,Real Estate,345610.92,18.23,13-07-2023,Vihaan Date
B4845,Drishya Sheth,70,Female,Arrah,KHO3580T,Bonds,262144.14,20.83,13-04-2023,Vritika Kunda
B4846,Emir Sridhar,48,Female,Fatehpur,USW7868P,Mutual Funds,441970.85,1.77,06-08-2021,Aarush Gola
B4847,Advik Basu,25,Male,Gangtok,ZCC3824Q,Real Estate,86204.7,1.07,08-11-2018,Anaya Mandal
B4848,Anika Balasubramanian,39,Female,Bally,JYO3861L,Bonds,707419.07,7.78,28-07-2019,Baiju Wali
B4849,Ishita Devi,63,Male,Thoothukudi,FSI9496V,Crypto,37345.04,-4.1,17-10-2022,Miraan Bandi
B4850,Riaan Hora,30,Female,Pondicherry,ESM3480W,Bonds,832861.83,-1.93,01-06-2021,Shalv Ram
B4851,Lakshay Rout,66,Female,Dehradun,RGJ3975A,Real Estate,531699.05,-3.15,22-04-2020,Hridaan Buch
B4852,Kavya Varty,30,Female,Dhule,UQU6981K,Crypto,155690.95,-4.01,02-10-2024,Pihu Sur
B4853,Aarav Banerjee,37,Female,Akola,QHX2792C,Bonds,189118.4,29.24,22-11-2019,Zeeshan Keer
B4854,Zoya Krishnan,31,Male,Vellore,RTP3660L,Fixed Deposit,217957.31,21.02,27-01-2021,Eshani Bawa
B4855,Divij Balasubramanian,67,Male,Sonipat,XLB1491L,Bonds,408416.79,14.46,12-08-2020,Nishith Ganesan
B4856,Tarini Banik,42,Male,Siwan,KLQ9151Q,Mutual Funds,838920.42,4.02,21-06-2020,Oorja Mannan
B4857,Zain Goswami,37,Male,Mathura,DNR4343M,Crypto,460887.25,-3.93,24-11-2020,Hazel Rana
B4858,Kavya Verma,70,Male,Haldia,UBP6014X,Crypto,214179.63,27.92,07-11-2018,Nitara Keer
B4859,Taimur Ahluwalia,65,Female,Avadi,IYH7613V,Fixed Deposit,69039.94,26.12,09-12-2019,Dharmajan Brar
B4860,Damini Srinivas,47,Female,Tiruchirappalli,EVR7114R,Mutual Funds,184303.08,23.92,28-03-2022,Hridaan Biswas
B4861,Eva Barman,53,Male,Tiruvottiyur,CNT5344D,Stocks,944256.01,-9.14,11-12-2024,Mohanlal Karnik
B4862,Diya Chad,31,Female,Bhopal,SKO6260Z,Bonds,155752.79,3.52,27-08-2023,Azad Buch
B4863,Darshit Rout,58,Male,Indore,FQL1466I,Crypto,112254.57,29.27,21-10-2018,Divij Kala
B4864,Prerak Hayre,62,Female,New Delhi,QTV1423R,Stocks,763960.96,13.41,27-01-2022,Jhanvi Shah
B4865,Tiya Vohra,39,Female,Karaikudi,XKY6432Q,Crypto,837557.45,26.19,12-01-2020,Nayantara Krishna
B4866,Damini Ramesh,62,Female,Ahmednagar,TJG1466G,Fixed Deposit,831830.97,15.2,15-09-2023,Mahika Kumer
B4867,Jiya Balan,48,Male,Howrah,DIV8708Z,Real Estate,654736.34,-14.39,26-08-2017,Hrishita Bal
B4868,Piya Sami,46,Female,Shahjahanpur,XJU1560K,Mutual Funds,495194.8,28.11,23-03-2018,Onkar Deep
B4869,Kartik Borra,50,Male,Chandigarh,UNN3364S,Mutual Funds,610679.81,-3.29,05-06-2023,Ela Sibal
B4870,Nirvaan Mani,26,Female,Arrah,YHS7679R,Stocks,969024.89,-13.7,10-10-2021,Samarth Ratti
B4871,Miraya Bhattacharyya,62,Male,Buxar,JDR1761F,Fixed Deposit,115541.87,29.98,12-09-2018,Nirvi Choudhury
B4872,Adah Yogi,27,Male,Muzaffarpur,JVI9838L,Real Estate,172737.86,18.16,20-12-2019,Heer Kar
B4873,Raghav Basak,47,Female,Gorakhpur,TYJ7177A,Crypto,781643.43,-11.84,17-09-2020,Sara Deo
B4874,Misha Samra,54,Male,Tinsukia,RBF9604W,Mutual Funds,166038.48,18.1,23-01-2019,Advik Goswami
B4875,Raunak Rout,69,Male,Jorhat,RXS3781H,Real Estate,884210.47,21.67,04-06-2018,Lakshit Taneja
B4876,Taimur Walla,39,Male,Secunderabad,RXY3591M,Crypto,378229.42,11.32,15-10-2021,Eshani Kanda
B4877,Dhanuk Bala,66,Female,Chittoor,BSW2640N,Mutual Funds,296060.62,18.91,14-08-2024,Anahita Chandran
B4878,Rhea Vyas,45,Female,Ludhiana,GCV1244G,Stocks,838778.22,1.28,03-10-2021,Nitya Sinha
B4879,Shaan Master,51,Female,Aurangabad,FGK6712Q,Crypto,410106.83,3.96,24-07-2020,Tara Kadakia
B4880,Rania Raman,53,Male,Karnal,LLO4648B,Mutual Funds,557924.37,-11.46,28-07-2018,Eva Dugar
B4881,Raghav Gokhale,42,Male,Meerut,LMT2509L,Real Estate,42058.12,16.02,14-08-2022,Taimur Sura
B4882,Dhruv Thakkar,59,Male,Nandyal,DYY7879F,Fixed Deposit,183964.21,11.9,17-03-2022,Saksham Cheema
B4883,Khushi Chad,22,Female,Madhyamgram,ADH2086W,Mutual Funds,112529.7,10.55,23-03-2019,Ishaan Rajagopalan
B4884,Indrans Bhatia,68,Male,Kochi,QRM2841J,Mutual Funds,430582.92,18.1,27-02-2023,Tara Bali
B4885,Baiju Arya,27,Male,Bhilai,ZRY8793X,Bonds,582798.99,22.51,09-11-2022,Rasha Goel
B4886,Priyansh Gera,68,Female,Bhilai,RZA8609F,Stocks,215257.04,29.71,19-03-2017,Jayan Sha
B4887,Jayant Kar,51,Female,Shimla,SOH7800Q,Bonds,857913.11,-11.1,28-09-2021,Divyansh Bora
B4888,Saanvi Sane,62,Male,Kolkata,TBY9793C,Mutual Funds,187379.48,-10.42,25-10-2021,Onkar Saraf
B4889,Farhan Ranganathan,64,Male,Latur,LSN8215K,Fixed Deposit,39292.1,24.9,22-04-2021,Anay Keer
B4890,Hazel Tandon,66,Female,Davanagere,TKO3202Y,Crypto,188381.01,7.61,28-12-2021,Mahika Sahni
B4891,Anaya Karpe,44,Female,Narasaraopet,FTW1011N,Stocks,419076.58,18.7,16-08-2022,Divij Kala
B4892,Hiran Khosla,26,Male,Aizawl,DLO6102Q,Fixed Deposit,961470.29,5.15,03-07-2023,Mehul Sethi
B4893,Adira Choudhury,56,Male,Tirunelveli,QAV8802J,Crypto,572952.51,26.81,18-09-2020,Hrishita Thaker
B4894,Raghav Rau,47,Male,Jehanabad,YHV8692M,Crypto,554097.12,3.08,21-06-2023,Urvi Jaggi
B4895,Vardaniya Kuruvilla,35,Female,Katni,NBQ5208H,Stocks,104698.81,-11.56,25-01-2022,Vedika Banerjee
B4896,Sahil Walia,49,Female,Avadi,AZA3100O,Stocks,979505.34,17.86,19-12-2017,Shamik Bal
B4897,Bhamini Shankar,35,Female,Bally,DRL6290Y,Real Estate,273479.66,6.17,12-12-2018,Lakshit De
B4898,Urvi Ratta,53,Female,Khora ,SOW9847B,Crypto,681822.18,4.13,13-12-2022,Lakshay Vora
B4899,Rati Sen,39,Female,Jehanabad,QWQ6989L,Real Estate,275951.25,-10.81,07-09-2024,Onkar Mani
B4900,Adah Dave,42,Male,Vellore,QPV2579V,Bonds,830537.01,13.93,19-04-2019,Armaan Char
B4901,Zain Chokshi,40,Female,Anantapuram,YLD8828I,Stocks,69944.52,14.16,25-10-2022,Rasha Kota
B4902,Kiaan Chana,43,Male,Mumbai,GSU9074M,Bonds,550903.51,8,26-07-2020,Vritika Kapoor
B4903,Kiara Zacharia,57,Male,Haridwar,ZGX4215V,Crypto,869668.02,15.1,19-02-2017,Pari Krishnan
B4904,Hazel Bansal,58,Male,Davanagere,OMR3061I,Fixed Deposit,456071.18,-2.37,05-02-2021,Krish Baria
B4905,Vihaan Kunda,30,Female,Navi Mumbai,AUK4593B,Mutual Funds,884702.69,5.77,14-01-2024,Krish Doctor
B4906,Anya Keer,58,Male,Saharanpur,YJQ9433W,Crypto,761878.48,11.26,18-02-2023,Shray Saxena
B4907,Saksham Agate,53,Female,Nagpur,CKO3126O,Bonds,922375.24,3,08-11-2022,Kashvi Golla
B4908,Indranil Rau,43,Male,Faridabad,VNF3336I,Mutual Funds,808161.2,14.29,23-01-2023,Kashvi Sachdeva
B4909,Miraya Koshy,65,Male,Tirunelveli,CZG4695M,Stocks,89581.22,20.19,02-09-2024,Vedika Goyal
B4910,Nishith Soman,70,Female,Ambala,DQP2346U,Stocks,924612.39,2.25,01-03-2024,Akarsh Brar
B4911,Hansh Vasa,25,Female,Giridih,GSY2553M,Mutual Funds,451191.74,24.84,28-01-2019,Hridaan Chand
B4912,Hazel Saraf,24,Male,Kurnool,EAX7616E,Bonds,780747.05,16.87,23-11-2020,Damini Sami
B4913,Shlok Chad,28,Female,Guwahati,ZUM5625F,Real Estate,889290.53,-14.29,18-09-2020,Krish Divan
B4914,Taimur Bhatti,62,Female,Mango,LRG2724I,Mutual Funds,688398.38,1.78,06-02-2018,Mamooty Chaudhry
B4915,Samar Kalla,51,Female,Morbi,AFS5092D,Stocks,941948.68,-9.01,20-10-2017,Yakshit Dara
B4916,Ira Tripathi,23,Female,Patiala,HXY4706O,Mutual Funds,298293.25,3.19,28-07-2023,Aarav Kapadia
B4917,Drishya Madan,29,Female,Gandhidham,YCH5106Z,Mutual Funds,206301.66,29.01,08-07-2024,Neelofar Shankar
B4918,Advika Saran,32,Male,Guntur,NIU4024E,Real Estate,192902.15,11.38,01-03-2024,Samarth Chadha
B4919,Tejas Doshi,50,Female,Gandhidham,ZVC5933V,Stocks,836779.42,-14.25,15-11-2020,Neelofar Varty
B4920,Nitya Sachdeva,51,Female,Mysore,UOW6384W,Mutual Funds,191704.41,13.89,25-05-2020,Jayant Choudhury
B4921,Sara Sandal,22,Male,Muzaffarpur,ZPX8571L,Mutual Funds,917652.14,-11.95,08-09-2021,Zaina Chaudhry
B4922,Riaan Baria,49,Female,Hapur,SQU9518W,Bonds,382967.77,17.32,14-06-2023,Vedika Gala
B4923,Lagan Dada,34,Female,Ranchi,DYN9468Q,Stocks,231637.99,16.56,15-01-2024,Shanaya Sandal
B4924,Purab Talwar,66,Male,Bettiah,CJS5370O,Bonds,122001.14,16.12,21-10-2018,Vardaniya Kari
B4925,Badal Dar,30,Male,Singrauli,JVM3157Z,Fixed Deposit,810256.51,-14.84,13-06-2017,Kabir Handa
B4926,Heer Bhatti,63,Male,Gorakhpur,FCY6373Y,Bonds,168310.59,-6.88,26-08-2022,Lakshit Banik
B4927,Rati Walla,41,Female,Saharsa,PVR7914M,Mutual Funds,285850.69,16.7,19-04-2021,Bhavin Gupta
B4928,Chirag Sekhon,32,Male,Dibrugarh,WKH7140K,Crypto,449165.25,7.34,16-08-2023,Ishita Bhardwaj
B4929,Ela Chadha,39,Male,Sonipat,EMK3379K,Bonds,979099.04,25.87,09-06-2017,Bhavin Wali
B4930,Damini Jayaraman,27,Male,Kurnool,YYL1560F,Real Estate,916720.99,23.49,07-08-2023,Anika Upadhyay
B4931,Romil Guha,63,Female,Sirsa,UNX7308S,Real Estate,15276.08,-0.8,13-02-2020,Krish Lala
B4932,Darshit Dutt,45,Female,Jalna,OLB1786A,Fixed Deposit,230069.48,22.72,20-12-2021,Rati Chowdhury
B4933,Heer Saran,38,Female,Malegaon,PDS4242E,Crypto,567193.43,15.62,24-10-2017,Arnav Kalita
B4934,Ojas Bajaj,27,Male,Belgaum,YAG3984J,Stocks,744018.61,13.04,14-05-2022,Tarini Kothari
B4935,Eshani Garg,45,Male,Tirupati,TVL1234D,Bonds,758669.76,4,08-12-2024,Hunar Dayal
B4936,Kiara Toor,64,Male,Aligarh,ZCS3342U,Real Estate,331845.43,26.16,17-06-2017,Suhana Tiwari
B4937,Neysa Gera,63,Female,Katihar,HQM1558M,Real Estate,70256.92,-11.98,04-09-2023,Adah Keer
B4938,Veer Deshpande,32,Male,Danapur,NTB4896T,Mutual Funds,882166.64,-12.53,11-03-2017,Damini Dube
B4939,Samiha Madan,25,Female,Amroha,LXD3652K,Stocks,619624.41,-11.97,05-02-2020,Farhan Dora
B4940,Hansh Bhandari,47,Female,Kumbakonam,DRP7500Y,Stocks,616620.69,24.41,27-07-2019,Shaan Swaminathan
B4941,Piya Deep,62,Female,Purnia,PMA6284L,Crypto,986774.27,8.94,11-03-2023,Ivan Choudhry
B4942,Siya Vaidya,41,Female,Fatehpur,TKE1191C,Mutual Funds,331799.49,1.92,25-08-2021,Kimaya Reddy
B4943,Piya Basu,68,Male,Jamshedpur,HHR8877M,Bonds,701892.01,-1.13,02-11-2017,Kartik Srinivasan
B4944,Vihaan Ganesh,66,Male,Bhind,XOQ8927J,Fixed Deposit,226793.99,-1.16,02-09-2022,Nirvi Seth
B4945,Kartik Iyer,70,Male,Vijayawada,PMI6634O,Fixed Deposit,608664.16,24.04,28-01-2021,Onkar Chokshi
B4946,Sahil Konda,36,Female,Nandyal,TVG4076W,Stocks,135948.35,-5.41,13-05-2018,Ivana Sastry
B4947,Purab Varghese,49,Female,Bhubaneswar,PTV7646P,Mutual Funds,703707.19,11.59,20-06-2018,Eshani Thaker
B4948,Faiyaz Mangat,63,Male,Naihati,ECG8407E,Stocks,991393.42,-10.94,01-12-2024,Divit Bawa
B4949,Shlok Balan,27,Female,Durg,GHM4519W,Stocks,498323.72,5.42,03-01-2017,Seher Walla
B4950,Manjari Sani,67,Male,Kochi,CDO8425G,Mutual Funds,545508.96,18.33,15-01-2017,Mahika Iyer
B4951,Darshit Yogi,28,Male,Morbi,ZFJ5305G,Bonds,96136.57,0.28,17-09-2020,Aaryahi Dugar
